Institution_ID,Undergraduate_Enrollment_FTE,Graduate_Enrollment_FTE,Reported_Undergraduate_Enrollment_FTE,Reported_Graduate_Enrollment_FTE,Doctors_Professional_Practice_FTE,Activity_Type,Year
476939,316.0,,316.0,,,1,2018
476948,517.0,,517.0,,,2,2018
476957,10.0,,10.0,,,1,2018
476966,421.0,,421.0,,,1,2018
476975,6069.0,2646.0,6069.0,2646.0,,2,2018
476984,239.0,,239.0,,,1,2018
476993,235.0,,235.0,,,1,2018
477002,56.0,,56.0,,,1,2018
477039,761.0,22.0,761.0,22.0,,2,2018
477950,152.0,,152.0,,,2,2018
477996,12.0,,12.0,,,2,2018
478005,0.0,,0.0,,,2,2018
478014,4.0,,4.0,,,2,2018
478582,98.0,,98.0,,,1,2018
478591,177.0,,177.0,,,1,2018
478616,96.0,,96.0,,,1,2018
478634,515.0,,515.0,,,2,2018
478661,108.0,,108.0,,,1,2018
478917,70.0,,70.0,,,1,2018
478953,243.0,,243.0,,,1,2018
479053,97.0,,97.0,,,1,2018
479062,22.0,,22.0,,,2,2018
479248,98.0,,98.0,,,3,2018
479424,249.0,,249.0,,,1,2018
479956,5688.0,3102.0,5688.0,3102.0,0.0,2,2018
479965,197.0,,197.0,,,3,2018
479974,57.0,,57.0,,,1,2018
479983,97.0,,97.0,,,1,2018
479992,28.0,,28.0,,,1,2018
480000,68.0,,68.0,,,1,2018
480019,264.0,,264.0,,,1,2018
480028,206.0,,206.0,,,1,2018
480037,2314.0,,2314.0,,,2,2018
480064,541.0,45.0,541.0,45.0,0.0,2,2018
480073,377.0,34.0,377.0,34.0,,2,2018
480082,278.0,46.0,278.0,46.0,38.0,2,2018
480091,5064.0,,5064.0,,,2,2018
480107,468.0,,468.0,,,3,2018
480125,270.0,,270.0,,,1,2018
480134,249.0,61.0,249.0,61.0,,2,2018
480161,19.0,,19.0,,,1,2018
480170,89.0,,89.0,,,1,2018
480189,693.0,,693.0,,,3,2018
480198,362.0,83.0,362.0,83.0,,2,2018
480204,527.0,,527.0,,,2,2018
480301,,,,,116.0,-2,2018
480310,113.0,,113.0,,,1,2018
480347,93.0,,93.0,,,1,2018
480471,722.0,,722.0,,,2,2018
480499,7.0,14.0,7.0,14.0,,2,2018
480514,435.0,,435.0,,,3,2018
480523,154.0,,154.0,,,2,2018
480532,167.0,,167.0,,,2,2018
480550,188.0,,188.0,,,2,2018
480569,1504.0,659.0,1192.0,561.0,,2,2018
480657,389.0,0.0,389.0,0.0,,2,2018
480693,59.0,,59.0,,,1,2018
480727,50.0,,50.0,,,1,2018
480736,92.0,,92.0,,,1,2018
480781,104.0,105.0,104.0,105.0,,2,2018
480790,,34.0,,34.0,900.0,-2,2018
480815,596.0,,596.0,,,3,2018
480824,62.0,,62.0,,,1,2018
480833,818.0,,818.0,,,3,2018
480842,25.0,,35.0,,,1,2018
480851,168.0,,168.0,,,2,2018
480879,72.0,,72.0,,,1,2018
480888,268.0,,268.0,,,1,2018
480903,719.0,,719.0,,,2,2018
480912,15.0,,15.0,,,1,2018
480921,85.0,,85.0,,,1,2018
480930,163.0,,163.0,,,1,2018
480967,209.0,,209.0,,,2,2018
480976,59.0,,59.0,,,1,2018
480985,196.0,4.0,196.0,4.0,,2,2018
480994,77.0,,77.0,,,1,2018
481003,144.0,,144.0,,,1,2018
481021,35.0,,30.0,,,1,2018
481030,,14.0,,14.0,,-2,2018
481049,33.0,,33.0,,,1,2018
481058,53.0,87.0,53.0,87.0,,2,2018
481085,341.0,,341.0,,,1,2018
481094,,221.0,,260.0,,-2,2018
481100,48.0,,48.0,,,1,2018
481128,113.0,,113.0,,,1,2018
481137,64.0,,64.0,,,1,2018
481146,254.0,,254.0,,,2,2018
481155,327.0,,327.0,,,2,2018
481182,44.0,,44.0,,,1,2018
481191,176.0,,176.0,,,1,2018
481207,124.0,,124.0,,,1,2018
481225,21.0,,21.0,,,2,2018
481243,123.0,,123.0,,,1,2018
481252,92.0,,92.0,,,3,2018
481289,140.0,,140.0,,,1,2018
481298,86.0,,86.0,,,1,2018
481313,75.0,,75.0,,,1,2018
481322,70.0,,70.0,,,1,2018
481331,107.0,,107.0,,,1,2018
481340,84.0,,84.0,,,1,2018
481368,41.0,,41.0,,,1,2018
481386,125.0,,125.0,,,1,2018
481395,29.0,,29.0,,,1,2018
481401,89.0,138.0,89.0,138.0,,2,2018
481410,84.0,,84.0,,,2,2018
481429,113.0,,113.0,,,1,2018
481438,82.0,,82.0,,,2,2018
481447,29.0,,29.0,,,1,2018
481456,5.0,,5.0,,,1,2018
481465,108.0,,108.0,,,1,2018
481474,98.0,,98.0,,,1,2018
481483,128.0,,128.0,,,1,2018
481508,123.0,,123.0,,,1,2018
481517,95.0,,95.0,,,1,2018
481526,87.0,,87.0,,,1,2018
481535,,24.0,,24.0,,-2,2018
481544,49.0,,49.0,,,1,2018
481562,56.0,,56.0,,,1,2018
481571,5.0,,5.0,,,1,2018
481678,85.0,,85.0,,,1,2018
481720,265.0,51.0,265.0,51.0,,2,2018
481739,84.0,,84.0,,,1,2018
481748,140.0,,140.0,,,1,2018
481845,67.0,,67.0,,,1,2018
481863,176.0,,176.0,,,2,2018
481890,126.0,,126.0,,,2,2018
481906,232.0,,232.0,,,2,2018
481915,189.0,,189.0,,,2,2018
481942,250.0,,250.0,,,1,2018
481960,213.0,,213.0,,,2,2018
481988,321.0,,321.0,,,2,2018
482015,524.0,,524.0,,,1,2018
482024,137.0,,137.0,,,2,2018
482060,420.0,,420.0,,,1,2018
482097,312.0,,312.0,,,1,2018
482103,98.0,,98.0,,,1,2018
482149,4768.0,1858.0,4768.0,1858.0,1308.0,2,2018
482158,5787.0,104.0,5787.0,104.0,,2,2018
482167,57.0,,57.0,,,1,2018
482176,292.0,,292.0,,,1,2018
482185,125.0,,125.0,,,1,2018
482194,107.0,,107.0,,,1,2018
482200,91.0,,91.0,,,1,2018
482228,131.0,18.0,131.0,18.0,,2,2018
482246,22.0,,22.0,,,1,2018
482255,470.0,,470.0,,,2,2018
482291,1135.0,,1135.0,,,2,2018
482325,4.0,,4.0,,,2,2018
482343,4.0,,4.0,,,2,2018
482361,6.0,,6.0,,,2,2018
482370,0.0,,0.0,,,2,2018
482413,1103.0,496.0,919.0,441.0,,2,2018
482422,514.0,106.0,429.0,94.0,,2,2018
482431,2458.0,509.0,2048.0,452.0,,2,2018
482440,194.0,19.0,161.0,17.0,,2,2018
482459,663.0,228.0,552.0,202.0,,2,2018
482468,953.0,285.0,794.0,254.0,,2,2018
482477,11525.0,3160.0,9604.0,2809.0,,2,2018
482486,56.0,17.0,47.0,15.0,,2,2018
482538,147.0,33.0,123.0,30.0,,2,2018
482547,116.0,41.0,96.0,37.0,,2,2018
482556,527.0,62.0,439.0,55.0,,2,2018
482565,119.0,60.0,99.0,53.0,,2,2018
482574,860.0,132.0,717.0,117.0,,2,2018
482608,283.0,47.0,236.0,42.0,,2,2018
482617,62.0,21.0,52.0,19.0,,2,2018
482635,590.0,145.0,492.0,129.0,,2,2018
482653,214.0,154.0,178.0,137.0,,2,2018
482680,15056.0,368.0,15056.0,368.0,87.0,2,2018
482699,2061.0,,2061.0,,,2,2018
482705,2637.0,5817.0,2332.0,4355.0,180.0,2,2018
482936,1366.0,11.0,1366.0,11.0,,2,2018
482963,387.0,,387.0,,,2,2018
482972,42.0,,42.0,,,1,2018
482981,236.0,,236.0,,,1,2018
482990,794.0,,794.0,,,2,2018
483009,254.0,,254.0,,,2,2018
483018,127.0,,127.0,,,2,2018
483036,1327.0,471.0,1327.0,471.0,,2,2018
483045,5629.0,,5629.0,,,2,2018
483054,66.0,,66.0,,,1,2018
483106,135.0,,135.0,,,1,2018
483124,20123.0,5905.0,20123.0,5905.0,,2,2018
483212,2547.0,,2547.0,,,2,2018
483221,141.0,,141.0,,,3,2018
483230,127.0,,127.0,,,1,2018
483258,68.0,,68.0,,,1,2018
483276,60.0,,60.0,,,1,2018
483319,524.0,,524.0,,,3,2018
483328,184.0,,184.0,,,1,2018
483337,235.0,,235.0,,,1,2018
483346,34.0,,34.0,,,1,2018
483355,320.0,,320.0,,,1,2018
483364,208.0,,208.0,,,1,2018
483373,76.0,,76.0,,,1,2018
483382,144.0,,144.0,,,1,2018
483425,52.0,,52.0,,,1,2018
483443,349.0,,349.0,,,1,2018
483470,76.0,,76.0,,,1,2018
483504,364.0,,364.0,,,2,2018
483513,106.0,,106.0,,,1,2018
483559,105.0,,105.0,,,1,2018
483577,34.0,,34.0,,,1,2018
483595,,109.0,,109.0,,-2,2018
483610,105.0,,105.0,,,1,2018
483638,79.0,,79.0,,,1,2018
483647,40.0,,40.0,,,3,2018
483665,47.0,,47.0,,,1,2018
483708,121.0,,121.0,,,1,2018
483717,51.0,,51.0,,,1,2018
483726,24.0,,24.0,,,1,2018
483735,29.0,,29.0,,,1,2018
483744,69.0,,69.0,,,1,2018
483753,33.0,,33.0,,,1,2018
483780,103.0,221.0,103.0,221.0,,2,2018
483799,30.0,,30.0,,,1,2018
483814,309.0,,309.0,,,3,2018
483823,344.0,,344.0,,,1,2018
483841,117.0,,117.0,,,1,2018
483850,26.0,,26.0,,,1,2018
483869,58.0,,58.0,,,2,2018
483878,159.0,,159.0,,,1,2018
483887,30.0,,30.0,,,1,2018
483896,144.0,,144.0,,,1,2018
483911,27.0,,27.0,,,1,2018
483920,134.0,,134.0,,,1,2018
483939,30.0,,30.0,,,1,2018
483948,75.0,,75.0,,,1,2018
483957,54.0,,54.0,,,1,2018
483975,,,,,642.0,-2,2018
484002,698.0,,698.0,,,3,2018
484011,154.0,,154.0,,,1,2018
484020,39.0,,39.0,,,1,2018
484039,70.0,,70.0,,,1,2018
484048,29.0,,29.0,,,1,2018
484057,114.0,,114.0,,,1,2018
484066,483.0,,483.0,,,2,2018
484075,37.0,,37.0,,,1,2018
484084,126.0,,126.0,,,1,2018
484093,109.0,,109.0,,,1,2018
484109,108.0,,108.0,,,1,2018
484118,59.0,,59.0,,,1,2018
484127,110.0,,110.0,,,1,2018
484136,42.0,,42.0,,,1,2018
484154,85.0,,85.0,,,1,2018
484163,135.0,,135.0,,,1,2018
484172,40.0,,40.0,,,1,2018
484190,35.0,,35.0,,,1,2018
484206,209.0,,209.0,,,1,2018
484233,129.0,,129.0,,,1,2018
484303,10.0,,10.0,,,1,2018
484321,49.0,,49.0,,,1,2018
484330,112.0,,112.0,,,2,2018
484349,194.0,,194.0,,,2,2018
484358,235.0,,235.0,,,2,2018
484367,272.0,,272.0,,,1,2018
484376,465.0,,465.0,,,1,2018
484385,157.0,,157.0,,,1,2018
484394,165.0,,165.0,,,1,2018
484473,2352.0,,2352.0,,,2,2018
484604,379.0,,379.0,,,1,2018
484613,54400.0,14430.0,54400.0,14430.0,,2,2018
484631,5561.0,1099.0,5561.0,1099.0,,2,2018
484640,126.0,13.0,126.0,13.0,,2,2018
484668,323.0,56.0,323.0,56.0,,2,2018
484677,201.0,35.0,201.0,35.0,,2,2018
484686,26.0,1.0,26.0,1.0,,2,2018
484695,65.0,13.0,65.0,13.0,,2,2018
484701,29.0,1.0,29.0,1.0,,2,2018
484710,281.0,41.0,281.0,41.0,,2,2018
484729,73.0,13.0,73.0,13.0,,2,2018
484747,105.0,1.0,105.0,1.0,,2,2018
484756,812.0,153.0,812.0,153.0,,2,2018
484765,105.0,59.0,105.0,59.0,,2,2018
484783,80.0,1.0,80.0,1.0,,2,2018
484826,70.0,,70.0,,,1,2018
484835,395.0,,395.0,,,2,2018
484844,619.0,29.0,619.0,29.0,,2,2018
484862,1.0,13.0,1.0,13.0,103.0,2,2018
484871,116.0,,116.0,,,2,2018
484899,248.0,,248.0,,,1,2018
484905,2238.0,273.0,2238.0,273.0,396.0,2,2018
484923,69.0,,69.0,,,1,2018
484932,1406.0,,1406.0,,,2,2018
484950,157.0,,157.0,,,1,2018
484978,338.0,,338.0,,,3,2018
484996,93.0,,93.0,,,1,2018
485014,80.0,,80.0,,,1,2018
485032,189.0,,189.0,,,1,2018
485111,8445.0,,8445.0,,,2,2018
485120,72.0,,72.0,,,1,2018
485139,234.0,,234.0,,,2,2018
485166,106.0,,106.0,,,1,2018
485236,25.0,,25.0,,,1,2018
485263,1240.0,,1240.0,,,2,2018
485272,732.0,,732.0,,,2,2018
485290,,361.0,,361.0,,-2,2018
485306,26.0,,26.0,,,1,2018
485342,98.0,,98.0,,,1,2018
485351,88.0,,88.0,,,1,2018
485360,18.0,,18.0,,,2,2018
485379,199.0,,199.0,,,1,2018
485388,357.0,,357.0,,,1,2018
485397,108.0,,108.0,,,1,2018
485403,,21.0,,21.0,,-2,2018
485412,48.0,,48.0,,,1,2018
485458,1903.0,,1903.0,,,2,2018
485476,59.0,,59.0,,,1,2018
485485,166.0,,166.0,,,1,2018
485494,90.0,,90.0,,,1,2018
485500,35.0,,35.0,,,1,2018
485519,222.0,,222.0,,,2,2018
485528,16.0,,16.0,,,1,2018
485537,,32.0,,32.0,,-2,2018
485546,96.0,274.0,96.0,274.0,,2,2018
485564,93.0,,93.0,,,1,2018
485573,88.0,,88.0,,,1,2018
485582,94.0,,94.0,,,1,2018
485591,32.0,,32.0,,,1,2018
485607,46.0,,46.0,,,1,2018
485704,12.0,,12.0,,,1,2018
485731,15.0,,15.0,,,1,2018
485768,66.0,83.0,66.0,83.0,,2,2018
485801,123.0,,123.0,,,1,2018
485810,18.0,,18.0,,,1,2018
485856,19.0,,19.0,,,2,2018
485874,90.0,,90.0,,,1,2018
485908,76.0,,76.0,,,2,2018
485926,100.0,,100.0,,,1,2018
485953,37.0,,37.0,,,1,2018
485962,22.0,,22.0,,,1,2018
485999,139.0,,139.0,,,2,2018
486017,37.0,,37.0,,,2,2018
486026,117.0,,117.0,,,2,2018
486053,126.0,66.0,126.0,66.0,,2,2018
486080,,11.0,,11.0,,-2,2018
486099,60.0,,60.0,,,1,2018
486105,3.0,,3.0,,,1,2018
486123,25.0,,25.0,,,2,2018
486141,23.0,,21.0,,,2,2018
486150,41.0,,41.0,,,1,2018
486169,67.0,,67.0,,,1,2018
486196,199.0,,199.0,,,2,2018
486202,35.0,,35.0,,,1,2018
486239,211.0,90.0,211.0,90.0,,2,2018
486248,92.0,,92.0,,,1,2018
486257,258.0,,258.0,,,2,2018
486284,325.0,12.0,325.0,12.0,,3,2018
486309,16.0,,16.0,,,1,2018
486327,27.0,,27.0,,,1,2018
486345,87.0,,87.0,,,1,2018
486354,41.0,,41.0,,,2,2018
486372,35.0,,35.0,,,3,2018
486381,103.0,,103.0,,,1,2018
486390,218.0,,218.0,,,1,2018
486406,28.0,,28.0,,,1,2018
486415,179.0,,179.0,,,1,2018
486424,36.0,,36.0,,,1,2018
486433,,132.0,,132.0,,-2,2018
486442,51.0,,51.0,,,1,2018
486460,,18.0,,18.0,,-2,2018
486488,45.0,,45.0,,,2,2018
486497,78.0,,78.0,,,1,2018
486503,47.0,,47.0,,,1,2018
486512,102.0,,102.0,,,1,2018
486521,4.0,,4.0,,,1,2018
486530,164.0,,164.0,,,1,2018
486558,339.0,,339.0,,,2,2018
486567,230.0,,230.0,,,1,2018
486576,185.0,,171.0,,,2,2018
486594,47.0,,47.0,,,2,2018
486619,49.0,,49.0,,,1,2018
486691,119.0,,119.0,,,1,2018
486707,305.0,,305.0,,,2,2018
486716,133.0,,133.0,,,2,2018
486734,95.0,,95.0,,,1,2018
486752,167.0,,167.0,,,2,2018
486770,328.0,,328.0,,,1,2018
486798,1433.0,,1433.0,,,2,2018
486813,759.0,,759.0,,,1,2018
486822,956.0,,956.0,,,1,2018
486840,28930.0,2168.0,28930.0,2168.0,,2,2018
486859,85.0,,85.0,,,1,2018
486868,14.0,,14.0,,,1,2018
486877,12.0,,12.0,,,1,2018
486901,806.0,325.0,806.0,325.0,,2,2018
486938,312.0,,260.0,,,2,2018
486947,307.0,,256.0,,,2,2018
486956,566.0,,472.0,,,2,2018
486965,209.0,1.0,209.0,1.0,,2,2018
486983,79.0,,79.0,,,1,2018
487010,367.0,1295.0,343.0,1086.0,1758.0,2,2018
487047,154.0,,154.0,,,1,2018
487065,62.0,,62.0,,,1,2018
487083,55.0,,55.0,,,1,2018
487092,1115.0,,1115.0,,,2,2018
487153,,,,,27.0,-2,2018
487162,2735.0,,2735.0,,,2,2018
487232,65.0,,65.0,,,1,2018
487296,382.0,41.0,382.0,41.0,,2,2018
487302,631.0,,631.0,,,2,2018
487311,366.0,,366.0,,,3,2018
487320,9381.0,,9381.0,,,2,2018
487348,148.0,,148.0,,,1,2018
487375,269.0,,269.0,,,2,2018
487384,913.0,,913.0,,,2,2018
487393,972.0,,972.0,,,3,2018
487409,854.0,,854.0,,,2,2018
487418,1067.0,,1067.0,,,2,2018
487427,717.0,,717.0,,,2,2018
487436,649.0,,649.0,,,2,2018
487445,564.0,,564.0,,,2,2018
487454,666.0,,666.0,,,2,2018
487472,1343.0,,1343.0,,,3,2018
487481,480.0,,480.0,,,2,2018
487490,684.0,,684.0,,,2,2018
487506,83.0,,83.0,,,1,2018
487524,2533.0,425.0,2533.0,425.0,319.0,2,2018
487533,128.0,,128.0,,,1,2018
487588,191.0,,191.0,,,3,2018
487597,1352.0,,1352.0,,,2,2018
487603,546.0,72.0,546.0,72.0,,2,2018
487621,20.0,,20.0,,,1,2018
487649,,34.0,,54.0,,-2,2018
487658,55.0,,55.0,,,1,2018
487676,205.0,,205.0,,,1,2018
487746,26.0,,26.0,,,2,2018
487773,59.0,,59.0,,,1,2018
487791,359.0,,359.0,,,1,2018
487807,24.0,,24.0,,,1,2018
487816,17.0,,17.0,,,1,2018
487843,40.0,,40.0,,,2,2018
487852,21.0,,21.0,,,1,2018
487861,205.0,,205.0,,,2,2018
487870,35.0,,35.0,,,1,2018
487889,48.0,,48.0,,,1,2018
487898,46.0,,46.0,,,1,2018
487904,41.0,,41.0,,,1,2018
487913,22.0,,22.0,,,1,2018
487922,62.0,,62.0,,,1,2018
487959,31.0,,31.0,,,1,2018
487968,75.0,,75.0,,,1,2018
487977,646.0,,646.0,,,2,2018
487995,54.0,122.0,54.0,122.0,,2,2018
488004,58.0,,58.0,,,2,2018
488013,72.0,,72.0,,,1,2018
488022,53.0,,53.0,,,1,2018
488031,27.0,10.0,27.0,10.0,190.0,2,2018
488040,55.0,,55.0,,,1,2018
488059,36.0,,36.0,,,3,2018
488068,60.0,12.0,60.0,12.0,,2,2018
488077,2150.0,,2150.0,,,2,2018
488086,37.0,,37.0,,,3,2018
488101,99.0,,99.0,,,2,2018
488110,69.0,,69.0,,,1,2018
488129,15.0,,15.0,,,1,2018
488138,36.0,,36.0,,,1,2018
488147,39.0,,39.0,,,1,2018
488156,9.0,,9.0,,,1,2018
488165,25.0,,25.0,,,1,2018
488174,17.0,,17.0,,,1,2018
488183,40.0,,40.0,,,1,2018
488192,28.0,,28.0,,,1,2018
488217,133.0,,133.0,,,1,2018
488226,24.0,,24.0,,,1,2018
488235,17.0,,17.0,,,1,2018
488253,69.0,,69.0,,,1,2018
488262,33.0,,33.0,,,1,2018
488271,139.0,,139.0,,,1,2018
488280,78.0,,78.0,,,1,2018
488299,68.0,,68.0,,,1,2018
488305,127.0,,127.0,,,2,2018
488314,85.0,,85.0,,,2,2018
488332,114.0,,114.0,,,3,2018
488341,71.0,,71.0,,,1,2018
488350,100.0,,100.0,,,2,2018
488369,53.0,,75.0,,,1,2018
488378,26.0,,26.0,,,1,2018
488387,,48.0,,48.0,,-2,2018
488396,60.0,,89.0,,,1,2018
488411,69.0,,69.0,,,1,2018
488420,63.0,,63.0,,,1,2018
488439,85.0,,85.0,,,1,2018
488448,88.0,47.0,88.0,47.0,,2,2018
488527,,,,,162.0,-2,2018
488554,,,,,321.0,-2,2018
488572,,,,,259.0,-2,2018
488590,2.0,,2.0,,,1,2018
488651,57.0,,57.0,,,1,2018
488679,5853.0,3935.0,5853.0,3935.0,158.0,2,2018
488730,2097.0,,2097.0,,,2,2018
488749,145.0,,145.0,,,1,2018
488776,39.0,52.0,39.0,52.0,,2,2018
488785,134.0,,134.0,,,2,2018
488800,322.0,179.0,322.0,179.0,,2,2018
488828,37.0,,37.0,,,1,2018
488837,91.0,,91.0,,,1,2018
488846,5490.0,1065.0,5490.0,1065.0,,2,2018
488891,152.0,,152.0,,,1,2018
488907,,51.0,,51.0,,-2,2018
488916,31.0,,44.0,,,1,2018
488925,80.0,,80.0,,,1,2018
488934,2819.0,,2819.0,,,1,2018
488952,246.0,,246.0,,,2,2018
488961,246.0,,246.0,,,2,2018
488970,175.0,,175.0,,,3,2018
488989,215.0,,215.0,,,1,2018
488998,142.0,,142.0,,,1,2018
489122,25.0,,25.0,,,1,2018
489131,41.0,,41.0,,,1,2018
489140,39.0,,39.0,,,1,2018
489159,124.0,,124.0,,,1,2018
489201,4277.0,,4277.0,,,2,2018
489238,116.0,,116.0,,,1,2018
489247,91.0,,91.0,,,1,2018
489256,227.0,,227.0,,,2,2018
489283,615.0,,615.0,,,3,2018
489335,,17.0,,17.0,,-2,2018
489344,163.0,,136.0,,,2,2018
489353,192.0,,160.0,,,2,2018
489371,156.0,,156.0,,,2,2018
489399,33.0,,33.0,,,1,2018
489414,154.0,,154.0,,,2,2018
489760,88.0,,88.0,,,2,2018
489779,772.0,72.0,772.0,72.0,0.0,2,2018
489788,348.0,68.0,348.0,68.0,0.0,2,2018
489812,56.0,,56.0,,,1,2018
489830,72.0,,72.0,,,1,2018
489858,,116.0,,116.0,387.0,-2,2018
489900,8.0,,8.0,,,1,2018
489937,274.0,201.0,274.0,201.0,46.0,2,2018
490018,49.0,,49.0,,,1,2018
490045,34.0,102.0,34.0,102.0,,2,2018
490054,417.0,,417.0,,,2,2018
490063,81.0,397.0,81.0,397.0,,2,2018
490072,77.0,,77.0,,,1,2018
490081,13.0,24.0,13.0,24.0,,2,2018
490090,53.0,,53.0,,,1,2018
490106,,273.0,,273.0,,-2,2018
490115,56.0,,56.0,,,1,2018
490124,12.0,,12.0,,,2,2018
490133,450.0,819.0,450.0,819.0,,2,2018
490142,10.0,,10.0,,,1,2018
490151,45.0,,45.0,,,1,2018
490160,53.0,,53.0,,,1,2018
490179,95.0,,95.0,,,3,2018
490188,16.0,,16.0,,,1,2018
490197,23.0,,23.0,,,1,2018
490203,143.0,,143.0,,,3,2018
490212,41.0,,41.0,,,1,2018
490221,13.0,,13.0,,,1,2018
490230,115.0,21.0,115.0,23.0,,2,2018
490249,18.0,,18.0,,,1,2018
490258,41.0,,41.0,,,1,2018
490267,24.0,,24.0,,,1,2018
490276,117.0,,117.0,,,2,2018
490285,863.0,,863.0,,,3,2018
490294,152.0,,152.0,,,1,2018
490300,69.0,,69.0,,,1,2018
490319,49.0,,49.0,,,2,2018
490328,48.0,,48.0,,,2,2018
490337,37.0,,37.0,,,1,2018
490346,35.0,,35.0,,,2,2018
490364,8.0,,8.0,,,1,2018
490373,,3.0,,3.0,267.0,-2,2018
490382,69.0,,69.0,,,1,2018
490391,31.0,,31.0,,,1,2018
490407,39.0,,39.0,,,1,2018
490416,51.0,,51.0,,,1,2018
490425,117.0,,117.0,,,1,2018
490434,31.0,,31.0,,,1,2018
490443,89.0,,89.0,,,1,2018
490452,17.0,,17.0,,,1,2018
490461,78.0,,78.0,,,1,2018
490470,20.0,,26.0,,,1,2018
490498,14.0,,14.0,,,1,2018
490504,50.0,,50.0,,,2,2018
490513,85.0,,85.0,,,2,2018
490522,9.0,,9.0,,,1,2018
490531,12.0,,12.0,,,1,2018
490540,33.0,,33.0,,,1,2018
490559,566.0,,566.0,,,2,2018
490568,125.0,,125.0,,,2,2018
490601,,,,,162.0,-2,2018
490674,13.0,,13.0,,,1,2018
490692,49.0,,49.0,,,1,2018
490717,50.0,,50.0,,,1,2018
490735,83.0,,83.0,,,2,2018
490744,26.0,,26.0,,,1,2018
490771,322.0,48.0,322.0,48.0,0.0,2,2018
490805,7883.0,671.0,7883.0,671.0,6.0,2,2018
490814,165.0,,165.0,,,3,2018
490832,244.0,,244.0,,,2,2018
490841,177.0,,177.0,,,3,2018
490850,5.0,,5.0,,,2,2018
490869,130.0,,130.0,,,2,2018
490878,317.0,,317.0,,,3,2018
490896,143.0,,143.0,,,1,2018
490948,6.0,,6.0,,,1,2018
490975,415.0,,415.0,,,2,2018
491057,131.0,,131.0,,,2,2018
491066,20.0,,20.0,,,1,2018
491075,27.0,,27.0,,,1,2018
491084,103.0,,103.0,,,1,2018
491093,6.0,,6.0,,,2,2018
491118,275.0,,275.0,,,2,2018
491136,81.0,,81.0,,,1,2018
491145,90.0,,90.0,,,1,2018
491163,7.0,,7.0,,,1,2018
491181,195.0,,195.0,,,2,2018
491190,,28.0,,28.0,14.0,-2,2018
491224,19.0,,19.0,,,1,2018
491233,20.0,,20.0,,,1,2018
491242,84.0,,84.0,,,1,2018
491251,56.0,,56.0,,,1,2018
491260,36.0,,36.0,,,1,2018
491288,331.0,,552.0,,,2,2018
491297,2.0,0.0,4.0,0.0,,2,2018
491303,85.0,,141.0,,,2,2018
491394,18.0,,18.0,,,2,2018
491446,109.0,,109.0,,,2,2018
491455,57.0,,57.0,,,1,2018
491464,231.0,,231.0,,,1,2018
491473,81.0,,81.0,,,1,2018
491482,41.0,,41.0,,,1,2018
491491,18.0,7.0,18.0,7.0,,2,2018
491507,8.0,,8.0,,,1,2018
491525,60.0,,60.0,,,2,2018
491534,12.0,,12.0,,,1,2018
491543,81.0,,81.0,,,1,2018
491552,11.0,,11.0,,,1,2018
491570,17.0,,17.0,,,2,2018
491589,37.0,,37.0,,,1,2018
491598,12.0,,12.0,,,1,2018
491613,68.0,,68.0,,,2,2018
491622,83.0,,83.0,,,2,2018
491631,97.0,,97.0,,,2,2018
491640,163.0,,163.0,,,2,2018
491659,36.0,,36.0,,,1,2018
491668,158.0,,158.0,,,2,2018
491677,17.0,,18.0,,,1,2018
491686,54.0,,54.0,,,1,2018
491695,16.0,,16.0,,,1,2018
491701,43.0,,43.0,,,1,2018
491710,111.0,,111.0,,,2,2018
491729,42.0,,42.0,,,1,2018
491738,66.0,,66.0,,,1,2018
491747,59.0,,59.0,,,1,2018
491756,83.0,,83.0,,,1,2018
491765,75.0,,75.0,,,2,2018
491774,123.0,,123.0,,,1,2018
491783,20.0,,20.0,,,1,2018
491792,43.0,,43.0,,,1,2018
491808,,41.0,,41.0,34.0,-2,2018
491817,127.0,,127.0,,,2,2018
491826,35.0,,35.0,,,1,2018
491835,75.0,,75.0,,,1,2018
491844,89.0,,89.0,,,2,2018
491853,45.0,,45.0,,,1,2018
491871,2.0,,2.0,,,1,2018
491880,60.0,,60.0,,,1,2018
491899,53.0,,53.0,,,1,2018
491905,42.0,,42.0,,,1,2018
491914,148.0,,148.0,,,2,2018
491923,49.0,,49.0,,,1,2018
491932,20.0,,20.0,,,1,2018
491941,74.0,,70.0,,,2,2018
491950,418.0,,418.0,,,1,2018
491969,20.0,,20.0,,,1,2018
491978,1.0,,1.0,,,1,2018
491996,46.0,,46.0,,,1,2018
492005,23.0,,23.0,,,1,2018
492069,32.0,,32.0,,,2,2018
492078,2.0,,2.0,,,1,2018
492087,10.0,,10.0,,,1,2018
492102,,12.0,,12.0,,-2,2018
492139,27.0,,27.0,,,1,2018
492209,,13.0,,34.0,,-2,2018
492227,1.0,,1.0,,,3,2018
492306,51.0,,51.0,,,1,2018
492315,9.0,,9.0,,,1,2018
492324,124.0,,124.0,,,1,2018
492360,15.0,,15.0,,,1,2018
492379,14.0,,14.0,,,1,2018
492397,57.0,,57.0,,,1,2018
492421,13.0,,13.0,,,1,2018
492449,182.0,,182.0,,,1,2018
492458,11.0,,11.0,,,2,2018
492476,72.0,,72.0,,,2,2018
492591,19.0,,19.0,,,1,2018
492643,128.0,,128.0,,,1,2018
492652,7.0,,7.0,,,1,2018
