Institution_ID,Undergraduate_Enrollment_FTE,Graduate_Enrollment_FTE,Reported_Undergraduate_Enrollment_FTE,Reported_Graduate_Enrollment_FTE,Doctors_Professional_Practice_FTE,Activity_Type,Year
182458,516.0,429.0,516.0,429.0,,2,2016
182500,6473.0,,6473.0,,,2,2016
182564,2293.0,,2293.0,,,2,2016
182634,1181.0,,1181.0,,,2,2016
182652,67.0,,67.0,,,1,2016
182661,593.0,86.0,509.0,73.0,,2,2016
182670,4314.0,1749.0,4314.0,1749.0,368.0,2,2016
182704,86.0,,86.0,,,1,2016
182722,107.0,,107.0,,,1,2016
182795,1549.0,346.0,1549.0,346.0,242.0,2,2016
182829,,37.0,,37.0,221.0,-2,2016
182892,43.0,,43.0,,,1,2016
182917,88.0,,88.0,,,2,2016
182953,133.0,,133.0,,,1,2016
182980,1456.0,609.0,1456.0,609.0,53.0,2,2016
182999,31.0,,31.0,,,1,2016
183026,37550.0,13163.0,37550.0,13163.0,,2,2016
183035,43.0,,43.0,,,1,2016
183044,14100.0,1506.0,14100.0,1506.0,3.0,2,2016
183062,4308.0,92.0,4308.0,92.0,,2,2016
183071,707.0,126.0,707.0,126.0,,2,2016
183080,3914.0,698.0,3914.0,698.0,,2,2016
183099,2722.0,,2722.0,,,2,2016
183105,642.0,,642.0,,,2,2016
183114,611.0,,611.0,,,2,2016
183123,767.0,,767.0,,,2,2016
183132,1853.0,,1853.0,,,2,2016
183141,1292.0,,1292.0,,,2,2016
183150,1243.0,,1243.0,,,2,2016
183202,59.0,,59.0,,,1,2016
183211,1230.0,1127.0,1230.0,1127.0,0.0,2,2016
183239,2011.0,,1926.0,,,2,2016
183248,139.0,,194.0,,,2,2016
183257,1443.0,226.0,1646.0,228.0,,2,2016
183275,95.0,,88.0,,,2,2016
183488,578.0,,578.0,,,2,2016
183600,26.0,,26.0,,,2,2016
183655,4417.0,,4417.0,,,2,2016
183725,676.0,,676.0,,,1,2016
183743,10458.0,,10458.0,,,2,2016
183789,4445.0,34.0,4445.0,34.0,,2,2016
183804,2650.0,4342.0,2650.0,4342.0,,2,2016
183822,1853.0,1.0,1853.0,1.0,,2,2016
183859,9973.0,,9973.0,,,2,2016
183877,6996.0,,6996.0,,,2,2016
183910,1419.0,330.0,1419.0,330.0,,2,2016
183938,7935.0,,7935.0,,,2,2016
183974,1436.0,378.0,1436.0,378.0,,2,2016
183983,140.0,,140.0,,,1,2016
184047,73.0,,73.0,,,2,2016
184056,402.0,,402.0,,,3,2016
184092,785.0,,785.0,,,2,2016
184180,5904.0,,5904.0,,,2,2016
184205,2495.0,,2495.0,,,2,2016
184278,110.0,,110.0,,,1,2016
184348,1561.0,387.0,1561.0,387.0,59.0,2,2016
184427,405.0,,405.0,,,2,2016
184481,8140.0,,8140.0,,,2,2016
184506,111.0,,111.0,,,1,2016
184603,3424.0,1893.0,3424.0,1893.0,95.0,2,2016
184612,1586.0,227.0,1586.0,227.0,17.0,2,2016
184694,2458.0,388.0,2458.0,388.0,607.0,2,2016
184746,263.0,,263.0,,,1,2016
184773,1343.0,441.0,1343.0,441.0,,2,2016
184782,12319.0,1281.0,12319.0,1281.0,913.0,2,2016
184791,5229.0,,5229.0,,,2,2016
184816,98.0,,98.0,,,1,2016
184870,322.0,,322.0,,,2,2016
184959,830.0,,830.0,,,2,2016
184968,218.0,,218.0,,,2,2016
184995,6648.0,,6648.0,,,2,2016
185129,5417.0,1112.0,5417.0,1112.0,,2,2016
185174,116.0,,116.0,,,1,2016
185262,10440.0,1560.0,10440.0,1560.0,27.0,2,2016
185332,325.0,,325.0,,,2,2016
185396,1309.0,,1309.0,,,2,2016
185466,219.0,,219.0,,,1,2016
185509,4800.0,,4800.0,,,2,2016
185536,8816.0,,8816.0,,,2,2016
185572,4768.0,1269.0,4768.0,1269.0,5.0,2,2016
185590,15809.0,2659.0,15809.0,2659.0,64.0,2,2016
185651,26.0,,26.0,,,2,2016
185679,195.0,,195.0,,,2,2016
185721,534.0,,534.0,,,2,2016
185758,,108.0,,108.0,,-2,2016
185767,203.0,,203.0,,,1,2016
185828,7179.0,2141.0,7179.0,2141.0,,2,2016
185873,6539.0,,6539.0,,,2,2016
185970,180.0,,180.0,,,1,2016
186016,290.0,,290.0,,,1,2016
186034,5653.0,,5653.0,,,2,2016
186052,787.0,,787.0,,,1,2016
186122,,552.0,,552.0,,-2,2016
186131,5667.0,1236.0,5437.0,2810.0,,2,2016
186186,238.0,,238.0,,,2,2016
186201,5632.0,298.0,5280.0,298.0,,2,2016
186274,170.0,,170.0,,,1,2016
186283,3912.0,711.0,3912.0,711.0,,2,2016
186335,33.0,,33.0,,,1,2016
186371,4672.0,725.0,4672.0,725.0,411.0,2,2016
186380,37296.0,8630.0,37296.0,8630.0,2139.0,2,2016
186399,7275.0,2506.0,7275.0,2506.0,522.0,2,2016
186405,22.0,,16.0,,,1,2016
186423,40.0,,40.0,,,2,2016
186432,2382.0,532.0,2382.0,532.0,60.0,2,2016
186469,866.0,,866.0,,,2,2016
186584,5981.0,2260.0,5981.0,2260.0,625.0,2,2016
186593,151.0,,151.0,,,1,2016
186618,594.0,254.0,594.0,254.0,,2,2016
186645,5578.0,,5578.0,,,2,2016
186867,3272.0,2213.0,3272.0,2950.0,,2,2016
186876,8478.0,562.0,8478.0,562.0,117.0,2,2016
186900,85.0,,85.0,,,2,2016
187000,172.0,,172.0,,,1,2016
187046,3924.0,531.0,3924.0,531.0,0.0,2,2016
187134,7183.0,694.0,7183.0,694.0,,2,2016
187161,140.0,,140.0,,,2,2016
187198,8043.0,,8043.0,,,2,2016
187444,8674.0,819.0,8674.0,819.0,10.0,2,2016
187505,1038.0,,1038.0,,,1,2016
187532,16513.0,,16513.0,,,2,2016
187596,1168.0,4.0,1168.0,4.0,,2,2016
187602,61.0,,61.0,,,1,2016
187620,4970.0,,4970.0,,,2,2016
187639,1613.0,,1613.0,,,2,2016
187648,3383.0,832.0,3383.0,832.0,,2,2016
187666,1716.0,,1716.0,,,2,2016
187745,272.0,53.0,341.0,71.0,,2,2016
187897,1782.0,1028.0,1782.0,1028.0,,2,2016
187903,1813.0,,1813.0,,,2,2016
187912,434.0,,434.0,,,2,2016
187958,1643.0,,1643.0,,,2,2016
187967,1535.0,301.0,1535.0,301.0,,2,2016
187976,451.0,,451.0,,,2,2016
187985,18982.0,3544.0,18982.0,3544.0,1746.0,2,2016
187994,969.0,,969.0,,,2,2016
188003,954.0,,954.0,,,2,2016
188021,428.0,,428.0,,,2,2016
188030,11069.0,1885.0,11069.0,1885.0,42.0,2,2016
188049,1241.0,,1241.0,,,2,2016
188058,737.0,1.0,737.0,1.0,,2,2016
188100,4813.0,,4813.0,,,2,2016
188137,2694.0,,2694.0,,,2,2016
188146,891.0,0.0,973.0,0.0,,2,2016
188182,424.0,369.0,424.0,369.0,,2,2016
188207,,157.0,,171.0,,-2,2016
188216,414.0,,414.0,,,2,2016
188225,823.0,,823.0,,,2,2016
188261,433.0,,433.0,,,2,2016
188289,72.0,,72.0,,,1,2016
188304,1787.0,653.0,1787.0,653.0,,2,2016
188340,1552.0,6.0,1552.0,6.0,,2,2016
188429,4582.0,2102.0,4582.0,2102.0,69.0,2,2016
188438,2759.0,,2759.0,,,2,2016
188517,464.0,,464.0,,,2,2016
188526,1088.0,29.0,1088.0,29.0,439.0,2,2016
188535,,3.0,,3.0,413.0,-2,2016
188580,,239.0,,239.0,574.0,-2,2016
188641,1911.0,488.0,1911.0,488.0,,2,2016
188650,427.0,,427.0,,,1,2016
188669,107.0,,107.0,,,2,2016
188678,290.0,,290.0,,,2,2016
188687,374.0,,374.0,,,2,2016
188696,298.0,,298.0,,,1,2016
188854,1829.0,,1829.0,,,1,2016
188890,1133.0,,1133.0,,,1,2016
188915,57.0,,57.0,,,2,2016
188942,145.0,,145.0,,,2,2016
188988,159.0,,159.0,,,1,2016
189015,,486.0,,486.0,,-2,2016
189088,2093.0,393.0,2093.0,393.0,,2,2016
189097,2483.0,,2483.0,,,2,2016
189219,244.0,,244.0,,,1,2016
189228,5733.0,,5733.0,,,2,2016
189264,32.0,,32.0,,,2,2016
189273,45.0,,45.0,,,2,2016
189282,180.0,,180.0,,,2,2016
189404,107.0,,107.0,,,1,2016
189413,1149.0,199.0,1149.0,199.0,,2,2016
189422,592.0,,592.0,,,2,2016
189459,1313.0,,1313.0,,,2,2016
189468,117.0,,117.0,,,1,2016
189477,135.0,,135.0,,,1,2016
189501,,24.0,,24.0,1117.0,-2,2016
189547,5031.0,,5031.0,,,2,2016
189556,297.0,,297.0,,,2,2016
189565,321.0,,321.0,,,2,2016
189574,606.0,,606.0,,,2,2016
189583,640.0,,640.0,,,2,2016
189592,394.0,,394.0,,,2,2016
189705,2636.0,950.0,2636.0,950.0,,2,2016
189714,251.0,,251.0,,,1,2016
189811,750.0,,750.0,,,2,2016
189839,2678.0,,2678.0,,,2,2016
189848,1061.0,,1061.0,,,2,2016
189857,539.0,128.0,539.0,128.0,,2,2016
189954,56.0,,56.0,,,1,2016
189981,,39.0,,39.0,,-2,2016
189990,264.0,,264.0,,,1,2016
190008,80.0,,80.0,,,1,2016
190044,3179.0,815.0,3179.0,815.0,72.0,2,2016
190053,1097.0,,1097.0,,,2,2016
190071,53.0,,53.0,,,2,2016
190080,,57.0,,57.0,,-2,2016
190099,3107.0,6.0,2993.0,7.0,,2,2016
190114,874.0,602.0,874.0,602.0,,2,2016
190150,8596.0,16640.0,8596.0,16640.0,2474.0,2,2016
190169,1088.0,,1088.0,,,2,2016
190239,120.0,,120.0,,,1,2016
190248,914.0,177.0,914.0,177.0,,2,2016
190293,108.0,,108.0,,,1,2016
190309,42.0,,42.0,,,1,2016
190318,276.0,,276.0,,,1,2016
190372,1019.0,59.0,1019.0,59.0,,2,2016
190415,15131.0,7498.0,14598.0,6743.0,1056.0,2,2016
190424,,648.0,,648.0,422.0,-2,2016
190442,2612.0,,2612.0,,,2,2016
190451,203.0,,203.0,,,2,2016
190503,4416.0,,4416.0,,,2,2016
190512,13082.0,2407.0,13082.0,2407.0,,2,2016
190521,21175.0,,21175.0,,,2,2016
190530,8374.0,,8374.0,,,2,2016
190549,11905.0,2243.0,11905.0,2243.0,,2,2016
190558,10739.0,579.0,10739.0,632.0,50.0,2,2016
190567,10706.0,1560.0,10706.0,1560.0,,2,2016
190576,888.0,2137.0,888.0,2137.0,65.0,2,2016
190585,5251.0,,5251.0,,,2,2016
190594,13797.0,4680.0,13797.0,4826.0,147.0,2,2016
190600,10756.0,1189.0,10756.0,1189.0,,2,2016
190619,12231.0,,12231.0,,,2,2016
190628,14048.0,,14048.0,,,2,2016
190637,8318.0,1443.0,8318.0,1443.0,,2,2016
190646,5387.0,,5387.0,,,2,2016
190655,12768.0,,12768.0,,,2,2016
190664,13729.0,2063.0,13729.0,2063.0,,2,2016
190673,11362.0,,11362.0,,,2,2016
190682,,,,,380.0,-2,2016
190691,6106.0,57.0,6106.0,57.0,,2,2016
190707,36.0,,36.0,,,1,2016
190716,1598.0,406.0,1598.0,406.0,565.0,2,2016
190725,1824.0,521.0,1824.0,521.0,201.0,2,2016
190752,48.0,,48.0,,,2,2016
190761,1518.0,248.0,1518.0,248.0,211.0,2,2016
190840,5812.0,,5812.0,,,2,2016
190956,110.0,,110.0,,,2,2016
190974,245.0,,245.0,,,2,2016
190983,1293.0,62.0,1293.0,62.0,,2,2016
191083,10264.0,,10264.0,,,2,2016
191126,8887.0,192.0,8887.0,192.0,,2,2016
191199,4385.0,,4385.0,,,2,2016
191205,616.0,11.0,616.0,11.0,,2,2016
191241,9416.0,4569.0,9135.0,4989.0,1358.0,2,2016
191287,321.0,,321.0,,,1,2016
191302,1839.0,,1839.0,,,2,2016
191311,208.0,,208.0,,,1,2016
191320,,46.0,,46.0,,-2,2016
191339,3869.0,,3869.0,,,2,2016
191409,42.0,,42.0,,,1,2016
191515,1975.0,,1975.0,,,2,2016
191533,1460.0,,1460.0,,,2,2016
191597,339.0,,339.0,,,2,2016
191612,2349.0,,2349.0,,,2,2016
191621,846.0,50.0,846.0,50.0,,2,2016
191630,2395.0,11.0,2245.0,7.0,,2,2016
191649,7120.0,2263.0,7120.0,2263.0,1118.0,2,2016
191676,1025.0,14.0,1025.0,14.0,,2,2016
191719,8176.0,,8176.0,,,2,2016
191728,967.0,,967.0,,,1,2016
191834,340.0,,340.0,,,1,2016
191931,3065.0,716.0,3065.0,716.0,,2,2016
191940,84.0,,84.0,,,1,2016
191959,124.0,,130.0,,,2,2016
191968,6278.0,461.0,6278.0,461.0,261.0,2,2016
191986,3007.0,,3007.0,,,2,2016
192004,284.0,,284.0,,,2,2016
192022,2661.0,,2661.0,,,2,2016
192040,187.0,188.0,187.0,188.0,,2,2016
192110,653.0,437.0,653.0,437.0,,2,2016
192156,117.0,,117.0,,,2,2016
192165,148.0,,148.0,,,2,2016
192192,1518.0,319.0,1518.0,319.0,,2,2016
192271,1606.0,198.0,1606.0,198.0,,2,2016
192323,2716.0,621.0,2716.0,621.0,,2,2016
192439,4397.0,2568.0,4397.0,2568.0,551.0,2,2016
192448,3748.0,1622.0,3748.0,1622.0,,2,2016
192484,101.0,,101.0,,,1,2016
192509,809.0,,809.0,,,1,2016
192554,,195.0,,195.0,,-2,2016
192563,55.0,209.0,55.0,209.0,,2,2016
192624,156.0,,156.0,,,2,2016
192688,1043.0,,1043.0,,,2,2016
192703,3475.0,300.0,3475.0,300.0,,2,2016
192712,425.0,497.0,425.0,497.0,,2,2016
192749,1711.0,521.0,1711.0,521.0,,2,2016
192785,571.0,,571.0,,,2,2016
192800,48.0,,48.0,,,1,2016
192819,5134.0,624.0,5134.0,624.0,,2,2016
192864,1769.0,,1769.0,,,2,2016
192925,1412.0,626.0,1412.0,626.0,45.0,2,2016
192961,79.0,,79.0,,,2,2016
192970,23.0,,23.0,,,1,2016
193016,6051.0,2404.0,6051.0,2404.0,105.0,2,2016
193052,290.0,79.0,290.0,79.0,,2,2016
193061,32.0,3.0,32.0,3.0,,2,2016
193070,50.0,22.0,50.0,22.0,,2,2016
193122,118.0,,118.0,,,1,2016
193186,84.0,,84.0,,,1,2016
193201,754.0,,754.0,,,3,2016
193247,122.0,57.0,122.0,57.0,,2,2016
193265,99.0,,99.0,,,1,2016
193283,4813.0,,4813.0,,,2,2016
193292,3523.0,918.0,3523.0,918.0,,2,2016
193308,8304.0,949.0,8304.0,949.0,,2,2016
193326,12142.0,,12142.0,,,2,2016
193353,1844.0,266.0,1844.0,266.0,,2,2016
193399,1569.0,120.0,1569.0,120.0,,2,2016
193405,,520.0,,594.0,556.0,-2,2016
193478,16618.0,,16618.0,,,2,2016
193584,1984.0,639.0,1984.0,639.0,193.0,2,2016
193609,80.0,,80.0,,,1,2016
193645,2917.0,515.0,2917.0,515.0,,2,2016
193654,6551.0,2820.0,6551.0,2820.0,,2,2016
193672,62.0,,62.0,,,1,2016
193751,,280.0,,280.0,706.0,-2,2016
193760,305.0,,305.0,,,1,2016
193821,,17.0,,17.0,849.0,-2,2016
193830,,387.0,,387.0,947.0,-2,2016
193858,395.0,,395.0,,,1,2016
193894,,193.0,,193.0,2.0,-2,2016
193900,27681.0,17834.0,27681.0,17834.0,3525.0,2,2016
193946,4214.0,,4214.0,,,2,2016
193973,3092.0,722.0,3092.0,722.0,,2,2016
193991,52.0,,52.0,,,1,2016
194028,1042.0,,1042.0,,,2,2016
194073,,,,,412.0,-2,2016
194091,3631.0,2260.0,3631.0,2260.0,1227.0,2,2016
194116,215.0,194.0,215.0,158.0,,2,2016
194161,1356.0,698.0,1356.0,698.0,73.0,2,2016
194189,138.0,,138.0,,,2,2016
194222,7753.0,,7753.0,,,2,2016
194240,4303.0,,4303.0,,,2,2016
194259,44.0,,44.0,,,1,2016
194310,8622.0,2635.0,8622.0,2635.0,1165.0,2,2016
194392,865.0,,865.0,,,2,2016
194435,120.0,,120.0,,,1,2016
194499,1071.0,,1071.0,,,2,2016
194569,244.0,,244.0,,,2,2016
194578,3581.0,1280.0,3581.0,1280.0,,2,2016
194657,164.0,78.0,164.0,78.0,,2,2016
194666,286.0,49.0,286.0,49.0,,2,2016
194693,51.0,,51.0,,,2,2016
194736,160.0,,160.0,,,2,2016
194763,265.0,236.0,265.0,236.0,,2,2016
194824,6190.0,1087.0,6190.0,1087.0,,2,2016
194879,77.0,,77.0,,,1,2016
194958,1246.0,363.0,1246.0,363.0,0.0,2,2016
195003,11903.0,2003.0,11903.0,2003.0,,2,2016
195030,7211.0,3765.0,7211.0,3765.0,435.0,2,2016
195049,,61.0,,61.0,,-2,2016
195058,5199.0,,5199.0,,,2,2016
195067,562.0,,562.0,,,1,2016
195128,1490.0,771.0,1490.0,771.0,468.0,2,2016
195155,,35.0,,35.0,,-2,2016
195164,1681.0,259.0,1681.0,259.0,,2,2016
195173,2399.0,93.0,2399.0,93.0,,2,2016
195191,248.0,,248.0,,,2,2016
195216,2387.0,68.0,2387.0,68.0,,2,2016
195234,2584.0,1216.0,2584.0,1216.0,,2,2016
195243,1242.0,100.0,1242.0,100.0,,2,2016
195289,93.0,,93.0,,,2,2016
195304,1293.0,305.0,1293.0,305.0,,2,2016
195322,3321.0,,3321.0,,,2,2016
195438,138.0,50.0,138.0,50.0,,2,2016
195474,3020.0,75.0,3020.0,75.0,,2,2016
195526,2699.0,4.0,2699.0,4.0,,2,2016
195544,3492.0,554.0,3492.0,554.0,,2,2016
195580,,63.0,,63.0,11.0,-2,2016
195702,157.0,,157.0,,,2,2016
195720,2677.0,532.0,2677.0,532.0,541.0,2,2016
195784,739.0,,739.0,,,2,2016
195809,12785.0,2218.0,12785.0,2218.0,1346.0,2,2016
195845,345.0,,345.0,,,2,2016
195933,378.0,,378.0,,,1,2016
195988,1077.0,,1077.0,,,2,2016
196006,3597.0,,3597.0,,,2,2016
196015,3050.0,,3050.0,,,2,2016
196024,2976.0,14.0,3004.0,13.0,,2,2016
196033,2376.0,,2376.0,,,2,2016
196042,7684.0,,7684.0,,,2,2016
196051,2748.0,,2748.0,,,2,2016
196060,12990.0,2666.0,12990.0,2666.0,,2,2016
196079,14314.0,2350.0,14314.0,2350.0,15.0,2,2016
196088,21406.0,5162.0,21406.0,5162.0,2259.0,2,2016
196097,17394.0,5750.0,17394.0,5750.0,1230.0,2,2016
196103,1764.0,316.0,1764.0,316.0,,2,2016
196112,1932.0,322.0,1932.0,322.0,,2,2016
196121,6778.0,658.0,6778.0,658.0,,2,2016
196130,8286.0,605.0,8286.0,605.0,,2,2016
196149,6297.0,398.0,6297.0,398.0,,2,2016
196158,4702.0,174.0,4702.0,174.0,,2,2016
196167,5409.0,101.0,5409.0,101.0,,2,2016
196176,6673.0,675.0,6673.0,675.0,,2,2016
196185,5704.0,166.0,5704.0,166.0,,2,2016
196194,7100.0,471.0,7100.0,471.0,,2,2016
196200,3656.0,258.0,3656.0,258.0,,2,2016
196219,4091.0,95.0,4091.0,95.0,,2,2016
196228,,17.0,,17.0,365.0,-2,2016
196237,3893.0,174.0,3893.0,174.0,,2,2016
196246,5223.0,279.0,5223.0,279.0,,2,2016
196255,405.0,464.0,405.0,464.0,867.0,2,2016
196264,8177.0,496.0,8177.0,496.0,,2,2016
196291,2076.0,128.0,2076.0,128.0,,2,2016
196307,221.0,472.0,221.0,472.0,709.0,2,2016
196389,364.0,,364.0,,,2,2016
196413,17472.0,4418.0,17472.0,4418.0,552.0,2,2016
196431,354.0,,354.0,,,2,2016
196440,13.0,10.0,13.0,10.0,,2,2016
196468,,4334.0,,4334.0,,-2,2016
196477,2245.0,,2245.0,,,2,2016
196565,3691.0,,3691.0,,,2,2016
196583,125.0,,125.0,,,2,2016
196592,6319.0,3637.0,7779.0,4849.0,3804.0,2,2016
196653,1073.0,,1073.0,,,2,2016
196680,5859.0,907.0,15610.0,907.0,,2,2016
196699,2043.0,,2043.0,,,2,2016
196866,2061.0,,2061.0,,,2,2016
196884,,196.0,,196.0,,-2,2016
197018,1679.0,189.0,1679.0,189.0,,2,2016
197027,1307.0,6.0,1307.0,6.0,,2,2016
197036,5527.0,,4536.0,,,2,2016
197045,2794.0,687.0,2794.0,687.0,489.0,2,2016
197081,138.0,,138.0,,,2,2016
197133,2444.0,0.0,2444.0,0.0,,2,2016
197142,455.0,,455.0,,,2,2016
197151,3581.0,874.0,3581.0,874.0,,2,2016
197197,1843.0,286.0,1843.0,286.0,16.0,2,2016
197221,110.0,,91.0,,,2,2016
197230,575.0,,575.0,,,2,2016
197285,989.0,,989.0,,,2,2016
197294,9596.0,,9596.0,,,2,2016
197337,72.0,,72.0,,,1,2016
197522,315.0,,315.0,,,2,2016
197531,576.0,,576.0,,,1,2016
197601,135.0,,135.0,,,2,2016
197610,22.0,13.0,22.0,13.0,,2,2016
197647,99.0,54.0,99.0,54.0,,2,2016
197674,226.0,25.0,226.0,25.0,,2,2016
197692,71.0,18.0,71.0,18.0,,2,2016
197708,2568.0,1198.0,2568.0,1198.0,1848.0,2,2016
197735,614.0,165.0,614.0,165.0,,2,2016
197744,211.0,32.0,211.0,32.0,,2,2016
197814,1623.0,,1623.0,,,2,2016
197832,786.0,,786.0,,,2,2016
197850,1739.0,,1739.0,,,2,2016
197869,16536.0,1359.0,16536.0,1359.0,,2,2016
197887,5791.0,,5791.0,,,2,2016
197911,966.0,40.0,966.0,38.0,,2,2016
197966,1097.0,,1097.0,,,2,2016
197984,1348.0,,1348.0,,,2,2016
197993,514.0,,514.0,,,2,2016
198011,986.0,,986.0,,,2,2016
198039,1699.0,,1699.0,,,2,2016
198066,741.0,,741.0,,,2,2016
198084,1191.0,,1191.0,,,2,2016
198109,325.0,30.0,325.0,30.0,,2,2016
198118,2648.0,,2648.0,,,2,2016
198136,4388.0,638.0,4388.0,638.0,1522.0,2,2016
198154,7845.0,,7845.0,,,2,2016
198190,80.0,,80.0,,,1,2016
198206,1187.0,,1187.0,,,2,2016
198215,1199.0,23.0,1199.0,23.0,,2,2016
198233,3241.0,,3241.0,,,2,2016
198251,3411.0,,3411.0,,,2,2016
198260,14449.0,,15392.0,,,2,2016
198303,1454.0,7.0,1454.0,7.0,,2,2016
198321,2031.0,,2031.0,,,2,2016
198330,3930.0,,3930.0,,,2,2016
198367,2557.0,,2557.0,,,2,2016
198376,3211.0,,3211.0,,,2,2016
198385,1920.0,,1928.0,,,2,2016
198419,8144.0,5156.0,8144.0,5156.0,2083.0,2,2016
198455,3530.0,,3530.0,,,2,2016
198464,21735.0,3281.0,21735.0,3281.0,1293.0,2,2016
198491,1955.0,,1955.0,,,2,2016
198507,1625.0,28.0,1625.0,28.0,,2,2016
198516,6735.0,155.0,5612.0,155.0,576.0,2,2016
198534,9532.0,,9532.0,,,2,2016
198543,4946.0,493.0,4946.0,493.0,,2,2016
198552,6227.0,,6227.0,,,2,2016
198561,2433.0,1331.0,2433.0,1331.0,,2,2016
198570,3838.0,,3838.0,,,2,2016
198598,837.0,44.0,837.0,44.0,,2,2016
198613,1819.0,,1819.0,,,2,2016
198622,8304.0,,8304.0,,,2,2016
198640,1129.0,,1129.0,,,2,2016
198668,1346.0,,1346.0,,,2,2016
198677,51.0,,51.0,,,2,2016
198695,4566.0,218.0,4566.0,218.0,0.0,2,2016
198710,1622.0,,1622.0,,,2,2016
198729,877.0,,877.0,,,2,2016
198747,101.0,21.0,101.0,21.0,,2,2016
198756,1371.0,93.0,1371.0,93.0,,2,2016
198774,3004.0,,3004.0,,,2,2016
198808,1019.0,,1019.0,,,2,2016
198817,2221.0,,2221.0,,,2,2016
198835,1496.0,595.0,1496.0,595.0,,2,2016
198844,149.0,,149.0,,,1,2016
198862,1317.0,,1317.0,,,2,2016
198871,704.0,,704.0,,,2,2016
198899,1327.0,11.0,1327.0,11.0,,2,2016
198905,543.0,,543.0,,,2,2016
198914,693.0,,820.0,,,2,2016
198923,832.0,,832.0,,,2,2016
198941,47.0,,47.0,,,2,2016
198950,1725.0,209.0,1725.0,209.0,,2,2016
198969,2108.0,259.0,2108.0,168.0,40.0,2,2016
198978,3261.0,,3261.0,,,3,2016
198987,1990.0,,1990.0,,,2,2016
199005,32.0,,32.0,,,1,2016
199023,579.0,,645.0,,,2,2016
199032,733.0,170.0,733.0,170.0,,2,2016
199069,3054.0,104.0,3054.0,104.0,,2,2016
199078,175.0,,175.0,,,1,2016
199087,2137.0,,2137.0,,,2,2016
199102,8915.0,1084.0,8915.0,1084.0,,2,2016
199111,3385.0,12.0,3385.0,12.0,,2,2016
199120,18115.0,6250.0,18115.0,6250.0,4082.0,2,2016
199139,21414.0,3502.0,21414.0,3502.0,12.0,2,2016
199148,14970.0,2403.0,14970.0,2403.0,100.0,2,2016
199157,6279.0,1014.0,6279.0,1014.0,702.0,2,2016
199184,895.0,114.0,895.0,114.0,,2,2016
199193,22889.0,6328.0,22889.0,6328.0,674.0,2,2016
199209,1763.0,,1763.0,,,2,2016
199218,12293.0,1089.0,12293.0,1089.0,,2,2016
199263,372.0,,372.0,,,2,2016
199272,973.0,,973.0,,,2,2016
199281,5177.0,521.0,5177.0,521.0,,2,2016
199306,877.0,424.0,877.0,424.0,,2,2016
199324,943.0,,943.0,,,2,2016
199333,7125.0,,7125.0,,,2,2016
199412,1621.0,480.0,1621.0,480.0,,2,2016
199421,2328.0,,2328.0,,,2,2016
199449,2042.0,,2042.0,,,2,2016
199458,174.0,,174.0,,,2,2016
199467,534.0,,534.0,,,2,2016
199476,1496.0,,1496.0,,,2,2016
199485,1270.0,,1270.0,,,2,2016
199494,4387.0,,4387.0,,,2,2016
199582,794.0,,794.0,,,2,2016
199607,999.0,73.0,999.0,73.0,,2,2016
199625,980.0,,980.0,,,2,2016
199634,3031.0,,3031.0,,,2,2016
199643,1360.0,95.0,1360.0,95.0,,2,2016
199670,118.0,,118.0,,,1,2016
199689,249.0,,249.0,,,1,2016
199698,612.0,30.0,612.0,30.0,,2,2016
199722,1125.0,,1131.0,,,2,2016
199731,1866.0,,1866.0,,,2,2016
199740,2038.0,,2038.0,,,2,2016
199759,300.0,1060.0,375.0,1413.0,,2,2016
199768,2324.0,,2324.0,,,2,2016
199786,3467.0,,3467.0,,,2,2016
199795,913.0,,913.0,,,2,2016
199838,2219.0,,2219.0,,,2,2016
199847,4728.0,2201.0,4728.0,2201.0,1029.0,2,2016
199856,16940.0,,16940.0,,,2,2016
199865,803.0,79.0,803.0,79.0,,2,2016
199883,182.0,,182.0,,,2,2016
199892,2511.0,,2511.0,,,2,2016
199908,1549.0,,1549.0,,,2,2016
199926,1934.0,,1934.0,,,2,2016
199953,1432.0,,1432.0,,,2,2016
199962,2082.0,740.0,2082.0,740.0,393.0,2,2016
199971,53.0,13.0,53.0,13.0,,2,2016
199980,93.0,,93.0,,,1,2016
199999,4334.0,284.0,4334.0,284.0,157.0,2,2016
200004,8146.0,1039.0,8146.0,1039.0,147.0,2,2016
200013,588.0,,588.0,,,2,2016
200022,2985.0,,2985.0,,,2,2016
200059,1082.0,2.0,1082.0,2.0,,2,2016
200086,181.0,,181.0,,,2,2016
200110,75.0,,75.0,,,1,2016
200129,39.0,,39.0,,,1,2016
200156,925.0,206.0,925.0,206.0,,2,2016
200165,46.0,,46.0,,,1,2016
200192,1058.0,,1058.0,,,2,2016
200208,148.0,,148.0,,,2,2016
200217,2136.0,587.0,2136.0,587.0,202.0,2,2016
200226,744.0,2.0,744.0,2.0,,2,2016
200253,2492.0,228.0,2492.0,228.0,,2,2016
200262,7.0,,7.0,,,1,2016
200280,10570.0,2064.0,10570.0,2064.0,673.0,2,2016
200305,2298.0,,2298.0,,,2,2016
200314,460.0,,460.0,,,2,2016
200332,11362.0,1253.0,11362.0,1253.0,395.0,2,2016
200341,738.0,,738.0,,,2,2016
200387,51.0,,51.0,,,1,2016
200466,224.0,2.0,224.0,2.0,,2,2016
